식품명	1회제공량
메기-양식산	100
메기-양식산	100
보라성게-알젓	100
북방전복	100
북방전복	100
북방전복	100
북방전복	100
살오징어-간	100
살오징어-간	100
새우젓(새우류)-젓갈	100
연어-수입산 통조림(조미)	100
오만둥이	100
오만둥이	100
참갑오징어	100
참갑오징어	100
참갑오징어	100
참갑오징어	100
참갑오징어-소건품	100
참꼴뚜기	100
참꼴뚜기	100
참꼴뚜기-자건품	100
참꼴뚜기-자건품	100
참꼴뚜기-젓갈	100
참담치(홍합)-자건품	100
참담치(홍합)-자숙품	100
참도박	100
참도박	100
참문어	100
참문어	100
참문어	100
철모새우	100
청해삼	100
치어	100
피조개-근육	100
해삼-소건품	100
향어(이스라엘잉어)-알	100
홍해삼	100
화살꼴뚜기	100
화살꼴뚜기	100
황석어(강달이류)-젓갈	100
흑해삼	100
흑해삼	100
흑해삼-창자	100
젓새우-백하젓	100
구운 인절미	50
코펜라스 버터쿠키	50
로아커 웨하스 바닐라	30
맛미 강정	45
찹쌀 약과	40
체다치즈 쿠키	40
초콜릿 웨이퍼스틱	30
사또밥	30
조청 산자	30
보리 건빵	30
참쌀 설병	27
유별난 오징어	30
마가렛트	38
오트밀 크랜베리쿠키	35
오레오 초콜릿 샌드위치쿠키	20
초이스엘 통밀팝	30
초이스엘 고구마형 과자	30
자연이 빚은 쌀전병 김 전병	30
우리밀 발아 통밀 두부과자	30
통밀 뻥튀기	30
찹쌀 전병	30
우리밀 딸기쿠키	45
불로 구운 찹쌀산자	50
해삼형 과자	100
특유과	20
파래 쌀과자	30
델로스 오리지날	25
옛날애(愛)김맛 전병	50
스낵강정	30
신광 맛약과	30
구운 찹쌀大산자	36
참깨 전병	100
그랑쉘 블루베리	39
조청맛 찹쌀산자	30
교동약과	30
프레첼 갈릭버터맛	30
우리밀 꾸러기짱	30
땅콩달콩	40
김 고소아	30
유기농 고구마 쌀과자	40
찹쌀 모나카	26
우리밀 통밀퐁	30
망고 쿠키 크런치	30
그로나 마리셀 퍼프 페스트리	30
밀크 바닐라 와플 롤	25
생강맛콘	30
계란과자	90
석류 주스	200
파리콜라 천연콜라열매향 0.1%	330
돈시몬 스퀴즈 모스카텔 주스	200
파스퇴르 발렌시아 오렌지	200
골든서클 파인코코넛	200
세레스 오렌지주스	200
망고 혼합 주스	200
따옴 자몽주스	200
고려 홍삼 기력보	70
플로리다 오렌지주스	270
녹차음료	160
고려홍삼진액	80
웰빙 홍삼녹용골드	25
T.O.M 후레쉬 키위 스무디	100
T.O.M 석류시럽	25
복숭아 베이스	100
팜스베이 청포도 베이스	40
맛있는 과일 딸기	190
맛있는 과일 감귤	190
도라지 배즙	100
야채주스	100
오미자랑	120
매실이랑	120
복분자	200
레몬에이드	200
사과즙	120
마헤소 츄러스	50
일품화권 꽃빵	70
쟌슨빌 소세지 화이트번 롤	130
딸기잼 롤	69
허니 본 델리슈	50
명가명품 제주녹차 카스텔라	50
올리브 치아바타	50
햄버거식빵	100
에클레어	65
미니쉘	100
스콘	100
유기농 쌀 식혜	100
오렌지100	100
쿠리 이리 도라야키	58
옛날 자른당면	25
옛날 사리당면	25
옛날 당면	25
칡냉면 수(秀)	100
초계국수	200
모카 번	100
모닝빵	400
우리밀 모닝롤	100
우리밀 샌드위치 식빵	100
우유버터 식빵	100
밀라노	100
칠갑냉면	200
칠갑쫄면	200
블루베리 쉬폰	100
초코 생크림	100
블루베리 프리미엄	70
고려홍삼진액 골드	70
부드럽고 촉촉한 모카케익	80
한입 두입 미니단팥빵	80
초코 쉬폰케익	100
홍삼파워	80
홍삼액 골드	70
라이토스트 식빵	80
각식빵(루)	73
평양냉면	200
함흥냉면	200
제주 메밀국수	167
메밀국수	111
봉평촌 메밀막국수	106
칼국수랑 수제비	157.5
뜨더 생 수제비	200
떡세상 면천하 쫄면사리	200
떡세상 면천하 함흥냉면사리	200
생우동짜장	167
생칼국수	167
통밀 비건 식빵	100
통밀 보리밥빵	100
면누리 날씬생면	167
면누리 메밀생면	167
치즈 앤 고구마	70
치즈 앤 치즈	70
오리지널 글레이즈드	49
마음가득 情(정)으로 달인 홍삼액	90
Real딸기base	60
프리미엄 푸룬 아싸이베리	100
산야초 5호	100
식품기술사가 직접 만든 푸룬석류	80
아로니아 프리미엄	70
남해 흑마늘	70
Real블루베리base	60
내몸애두유 검은콩	195
도레미 배즙	90
꿀먹은 아이홍삼	20
어린이 코코배즙	90
보배주스	100
키즈홍삼	100
허니오미자	25
오렌지나무	150
사과나무	150
꿀 석류차	20
밀크소다 암바사	300
미에로 화이바	210
델몬트 망고드링크	190
산삼배양근	75
제주사랑 감귤사랑	250
아침에주스 오렌지	200
카봇 사과	100
쥬시쿨 자두	100
쁘띠첼 미초 청포도 에이드	190
잘크톤	5
블루베리 큐	100
파워에이드 골드러쉬	260
웰키즈 감귤&망고	100
아침에주스 포도	200
하이트 제로	355
유기농 테일러 푸른주스	200
펄프에이드 오렌지	360
한창 클 때	100
달콤 홍삼	180
델몬트 오렌지드링크	190
비타 힐링	100
하이트제로 0.00	355
핫 자몽	80
쫄깃국수	100
빠다코코낫	39
한입가득 꿀호떡	115
후루룩 국수	92
농심 떡국면	113
대용량 구포국수	100
초콜릿칩 쿠키	28
웨이퍼 롤스	35
체스맨	26
누룽지맛	100
뉴 이브콘	30
새우깡 400g	45
종합전병	30
옛날국수 칼국수	100
찹쌀전병	30
생 칼국수	188
옛날맛 쫀듸기	17
이브콘	30
궁중약과	30
큰소리 뻥	30
종합과자	30
옥수수 브이콘	25
소라형	30
고구마형	30
고구마형 과자	30
깨맛 전병	30
쌀과자	30
오란다	30
파래맛 전병	30
이츠 적포도	120
이츠 토마토	120
미니 찰식빵	66
천년의유산 메밀국수	100
천년의유산 전통중면	100
찰보리 쫀드기	120
옥수수 쫀드기	120
종합 제리	12
종합 캔디	10
블루베리 캔디	10
누룽지맛 캔디	8
땅콩 카라멜	12
말차 롤	30
카스텔라	70
치즈 번	60
밀봉케익	50
쌀과자	36
박하향 사탕	10
옛날 마블캔디	12
위대한 크림단팥빵	130
위대한 단팥빵	130
냉면	200
제크	50
야무진 검은콩이랑 고소한 검은깨가 만난 캔디	10
쫄깃 올레 구포국수 중면	100
호박마을 제리	10
crude 캔디	13
데미소다 피치	250
포카리 스웨트	245
헬씨올리고	165
슈크림	70
고구마 앙금빵	80
찹쌀약과	44
옛날 왕사탕	16
참호박 엿	12
대롱과자	30
청송애플농원 사과즙	100
마블쿠키	30
샤브레쿠키 땅콩	30
생칼국수	100
감자칼국수	100
고구마 케익	80
블루베리 케익	80
티라미스 크레이프	100
크레이프 케익	100
거창한 사과 그 두번째 이야기	120
망고향 슬러시	200
파파야향 슬러시	200
레몬 알로에 겔	100
망고 알로에 겔	100
산머루 즙	100
산머루 즙 골드	100
옛날국수 소면	100
일반 뻥튀기	100
백옥콘	50
난나나콘	30
보배 과즙	100
녹차 롤	100
우유 식빵	100
깨 땅콩전병	30
땅콩전병	30
경주 빵	30
더블로리 꿀빵	50
단호박 못난이 쌀과자	40
참사과가족	200
맑은 매실	200
팥빵	80
흰앙금빵	80
홍삼추출액45	90
홍삼추출액25	90
호텔브레드	55
팡도르	50
호떡	90
크림빵	60
구포 찰국수	100
구포 쫄깃국수	100
앙금빵	75
하리보 마오암 브록스	11
망고맛 젤리	123
하리보 혼합과일쥬스 골드베렌구미	15
모노웰	87
모밀맛국수	200
옛날 자른당면	25
블루베리 에이드	190
자몽 에이드	190
크림소스 쌀파스타	320
손수 김치말이국수	450
더치다더치커피 예가체프	100
더벌크WP199	30
황실 블루베리100	70
순수100배즙	100
동아 좋은아침 복분자	100
석류와 사랑을 고백하는 날	100
요고N요구	100
지리산 홍삼흑마늘진액	80
씨젤리	20
구포국수	100
쥬시 스트로우	19
까창 땅콩크래커	40
웰빙 찰보리빵	100
프링글스 양파맛	25
초이스엘 현미과자	33
롯데마트랑 뻔스낵	30
쌀로별 오리지널	30
칙촉	30
델몬트 콜드 오렌지	200
일품해물라면 컵	65
진짬뽕	130
본고장 바지락칼국수	220.6
얼큰한 너구리	120
뽀로로와 친구들 치즈	65
땅콩강정	80
태양의 맛! 썬 오리지널	65
명인명작 도라야끼 통단팥	60
누네띠네	45
피코크 미즈사와 우동	182.7
또띠아	80
샤니 꿀호떡 요요	71
통단팥이 가득 단팥빵	85
킴스클럽 통밀과자	50
호두 브레드	73
우유듬뿍 굿모닝 롤	50
아침빵	100
일반만주세트 8호	40
하이면 사누끼식 가쓰오우동	230
얼려먹는 비타500	150
청정원 홍초 바이탈플러스 복분자	25
쿨피스 복숭아맛	100
델몬트 오렌지 100	200
코카콜라	250
비타500 칼슘	180
썬업 과일야채 샐러드주스 퍼플	190
비타파워	100
세븐업	250
트로피카나 골드100오렌지	200
뽀로로와 친구들 플레인	65
초이스엘 쌀국수 얼큰한 김치맛	91
통큰 국내산17곡 크리스피롤	30
초이스엘 청수물냉면	180
호두파이	66
나는 새우다 스위트칠리맛	30
버터 ＆ 치즈 팝콘	90
왕찰옥 강냉이	30
고구미	26.5
월병 호두맛	70
아이배넷 베베 곡물친구 치즈	10
오뚜기 옛날 당면	25
햇소면	100
뽀모도로 스파게티	220
카프리썬 사파리	200
과일맛 스톤	30
쉐프원 사누끼 우동면	230
데미소다 애플	250
새우깡	45
베이컨 피자파이	160
빠니니 치아바타	80
아이밀크	9
슈퍼콜라겐	20
호밀 크랜베리 치킨샌드위치	160
노니 퓨어	30
쏠라C정 오렌지 맛	10
크림애크림 땅콩	90
팜온더로드 토마토탱글 젤리	10.8
비타 씨	100
키위&파인 듀엣	80
브라운의 상큼한 애플 소르베	80
우리쌀로 구운 땅콩전병	30
폭신폭신 말랑카우 코팅	10.5
영비천 골드	120
땅콩 오징어볼	38
썬업 과일야채샐러드 레드	190
썬업 과일야채샐러드 녹황	200
건포도 듬뿍 건포도 롤빵	70
로얄 브라우니 랑그드샤 II	30
프리미엄 통밀 생칼국수	150
밀크카라멜	10
하늘청 유기농식혜	200
느린식혜	100
쿨피스 자두	100
국산 발아콩 고칼슘 두유	190
이롬 황성주 국산콩 두유 호두와 아몬드	190
생강 미니전병	30
배즙	120
여주쌀국수 멸치맛	92
고려진홍삼액	70
고려홍삼진액 플러스	80
고려홍삼순액 골드	80
우유식빵	105
참 진생	50
콩국수	175
PS-I 피자도우	100
옛날 핫도그	125
포모나 망고스무디	80
리이브 포도	190
치즈피자 골드	127
시나몬&레몬쿠키	30
New종합캔디	16
에이수	200
초코아몬드쿠키	30
청포도 에이드	80
클레식 플레인 치즈케익	75
뜯어먹는 밤빵	120
수제 소프트 크랜베리쿠키	40
쏘야빵	70
메밀냉면	200
키도 크리미버터향 크래커 샌드위치	15
올리렉스 로젠지	8
와라 샤인쿨 복숭아	180
스위트앤젤 파인	90
우리밀 까망베르케이크	60
열대과일쥬스	100
유기농 오렌지 100% 주스	100
색 마카로니튀김과자	50
애플 시나몬 와퍼스틱	50
엠-오이칼 살베이	13
나나코 스트로베리 바나나 푸딩	108
고르곤졸라 피자	60
마이스터 카스텔라 핫도그	80
치즈 소프트 베이글	60
인절미 스낵	30
우리쌀 누룽지	30
현미 대롱강정	30
미녀들의 시크릿 빨강석류	70
콘아몬드쿠키	30
생칼국수	167
자연드림 우리콩두유	195
손맛면	180
뽕따 소다맛	130
찰진 생칼국수	150
미닛메이드 오리지널 오렌지 100	350
맘스케어 무농약 쌀나초	35
디핀에이드 망고오렌지	125
맑은나라 메밀냉면	200
석류콜라겐	70
요구르트 아이스	170
버터 카스테라	70
유기 양파즙	100
자임 매실청	20
자임 오미자	100
꿀홍삼	180
홍삼 진액	70
베다 체다 롤베이크	110
꽃빵(화권)	150
우유칼슘 모닝빵	52
쌀로 만든 촉촉한 롤케익	90
르씨엘 레몬 후르츠	100
스위트자몽	100
슈퍼 아로니아	70
래소미 프로폴리스	1
덕유당 덧재 한과	100
아몬드 브리즈 오리지널	190
매원	20
옛날 밤만쥬	75
다이제	52
사브레	35
사과맛쿠키	32
허니 아몬드 크래커	22
팔도짜장면	203
맛있게 든든한 고칼슘두유	190
제일제면소 고구마전분100%당면	25
불닭볶음면	140
트레비 레몬	200
미닛메이드 홈스타일 자몽	200
피코크 엄마기준 와플미 단호박	20
쫀득쫀득 참붕어빵	58
제주용암스파클링 한라봉	350
코카콜라	200
우리아이 착한새우	30
유기농 든든한 아침 고소한 시리얼	35
우리밀 김치라면	113
아마렛 감귤	40
통째로 갈아넣은 인삼유 한뿌리	120
옛날국수 소면	100
부드럽고 쫄깃한 국수	100
옛날국수 중면	100
옛날 당면	100
선키스트 리얼에이드 청포도 in cafe	340
트레비 자몽	200
제주 용암스파클링 자몽	350
팜온더로드 블루베리 스노우젤리	14.4
오뜨 프로마즈	24
미닛메이드 홈스타일 자몽	300
버터링소프트	25
아마렛 듀오	40
기름에 튀기지 않은 보리국수	92
우리아이 쌀튀밥	30
미닛메이드 리치 블렌드 포도&아사이베리	190
이(梨)바나나나나	100
기름에 튀기지 않아 담백한 현미국수	92
자연 그대로 제주감귤	125
쌀로 빚은 채식라면	114
제주 한라봉 아이스	190
속까지 천천히 잘 말려 더욱 부드러운 소면	100
제일제면소 국산100% 당면	25
땅콩그래	35
손수 때릴타면	120
감자수제비	250
쌀엔 고구마쿠키	30
쌀엔 허니 코코넛쿠키	30
밀예찬 우리밀 백밀국수	100
땅콩전병	30
자연드림 비빔면	133
자연드림 사리면	100
동원 정성껏 빚은 정 식혜	238
검은깨 콩두유	190
창희콩물비빔용국수	100
범표국수	100
양파즙	120
맑은 배즙	120
코카콜라 제로	200
후르츠 믹스볼	30
제주감귤과 파인애플	125
매일 소이밀크(眞)진	190
쌀강정	100
수제 화이트 초코파이	90
수제 전주우리 초코파이	90
나는 너의 달콤나무	250
통째로 갈아넣은 홍삼유 한뿌리	120
휘오 제주	250
마늘바게트	40
소나무 숲에서 자란 마시는 장흥표고버섯	175
초이스엘 유산균음료 파인애플맛	180
초이스엘 유산균음료 자두맛	180
감귤비타C	9
크림롤케익	100
카스텔라	100
참참만쥬	64
맑은 나주 배즙	100
오믈렛 케익	53
우리밀 수제 초코파이	50
우리밀 수제 화이트초코파이	80
밀크 생과자	40
치즈 생과자	40
마시는 오미자 眞초	100
마시는 복분자 眞초	100
아로니아 스무디	100
단호박 바닐라 스무디	100
현미원 블루베리 흑초	100
현미원 사과흑초	100
순우리 블루베리100	80
감귤즙	130
도라지 배 모든	100
배 모든	100
벵디 당근감귤주스	100
껍질째 마시는 제주느낌	100
하랑 아로니아 파이팅 골드	20
아로니아베리(블랙쵸크베리)음료	80
남양 유기농 쌀과자 아기꼬야 7개월부터	26
진양콩으로 진하게 짜낸 두유	180
개척1호콩으로 진하게 짜낸 두유	180
밥알을 걸러 깔끔한 정 식혜	175
제주 자연담은 한라봉 당근즙	100
무등산 빵 서석대	30
무등산 빵 호랑이	30
맑은 도라지 배즙	120
단호박 구운과자	25
우리밀 크랜베리 모닝빵	260
으뜸빵 꽈배기	50
우리 찹쌀 팥 도넛	70
버터 롤	30
우리밀 찐빵	80
통밀 식빵	95
현미 식빵	95
쌀 식빵	60
쌀 모닝빵	64
제주 자연담은 키위 케일즙	100
웰 핫도그 스위트	70
흑미 핫도그	50
피자 소시지빵	115
허니통통	30
헬로 코코몽 유기농버터쿠키	33
크라운 츄러스	30
뻥이요	45
